timestamp,interval_idx,total_packets_ul,total_packets_dl,total_bytes_ul,total_bytes_dl,total_active_users,total_active_flows,total_throughput_ul_mbps,total_throughput_dl_mbps,eMBB_time_multiplier,eMBB_event_multiplier,eMBB_loss_rate_pct,eMBB_latency_ms,eMBB_jitter_ms,eMBB_total_packets_ul,eMBB_total_packets_dl,eMBB_total_bytes_ul,eMBB_total_bytes_dl,eMBB_throughput_ul_mbps,eMBB_throughput_dl_mbps,eMBB_qos_5qi,URLLC_time_multiplier,URLLC_event_multiplier,URLLC_loss_rate_pct,URLLC_latency_ms,URLLC_jitter_ms,URLLC_total_packets_ul,URLLC_total_packets_dl,URLLC_total_bytes_ul,URLLC_total_bytes_dl,URLLC_throughput_ul_mbps,URLLC_throughput_dl_mbps,URLLC_qos_5qi,mMTC_time_multiplier,mMTC_event_multiplier,mMTC_loss_rate_pct,mMTC_latency_ms,mMTC_jitter_ms,mMTC_total_packets_ul,mMTC_total_packets_dl,mMTC_total_bytes_ul,mMTC_total_bytes_dl,mMTC_throughput_ul_mbps,mMTC_throughput_dl_mbps,mMTC_qos_5qi
10.000,10,5602817,7198157,674598523,2124638589,10000,32000,5396.788,16997.109,1.000,1.000,0.286,24.798,7.102,199830,1332206,250987462,1673249754,2007.900,13385.998,9,1.000,1.000,0.018,0.997,0.015,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.082,97.166,1.919,1851851,2314815,111111093,138888867,888.889,1111.111,8
11.000,11,5603657,7203752,675652744,2131666728,10000,32000,5405.222,17053.334,1.000,1.000,0.286,25.189,1.133,200670,1337801,252041683,1680277893,2016.333,13442.223,9,1.000,1.000,0.019,0.827,0.101,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.154,107.402,9.536,1851851,2314815,111111093,138888867,888.889,1111.111,8
12.000,12,5604346,7208346,676518238,2137436682,10000,32000,5412.146,17099.493,1.000,1.000,0.307,24.970,3.873,201359,1342395,252907177,1686047847,2023.257,13488.383,9,1.000,1.000,0.019,0.970,0.106,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.888,110.698,7.489,1851851,2314815,111111093,138888867,888.889,1111.111,8
13.000,13,5604878,7211891,677186157,2141889475,10000,32000,5417.489,17135.116,1.000,1.000,0.243,26.701,1.221,201891,1345940,253575096,1690500640,2028.601,13524.005,9,1.000,1.000,0.022,0.942,0.026,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.908,119.806,28.099,1851851,2314815,111111093,138888867,888.889,1111.111,8
14.000,14,5605247,7214355,677650276,2144983604,10000,32000,5421.202,17159.869,1.000,1.000,0.248,28.209,0.042,202260,1348404,254039215,1693594769,2032.314,13548.758,9,1.000,1.000,0.019,0.995,0.058,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.102,108.349,6.756,1851851,2314815,111111093,138888867,888.889,1111.111,8
15.000,15,5605450,7215710,677905517,2146685211,10000,32000,5423.244,17173.482,1.000,1.000,0.283,26.911,1.691,202463,1349759,254294456,1695296376,2034.356,13562.371,9,1.000,1.000,0.022,1.035,0.030,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.027,100.368,6.103,1851851,2314815,111111093,138888867,888.889,1111.111,8
16.000,16,5605485,7215944,677949586,2146979006,10000,32000,5423.597,17175.832,1.000,1.000,0.270,22.493,1.774,202498,1349993,254338525,1695590171,2034.708,13564.721,9,1.000,1.000,0.019,1.114,0.006,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.055,129.344,15.231,1851851,2314815,111111093,138888867,888.889,1111.111,8
17.000,17,5605352,7215054,677781992,2145861712,10000,32000,5422.256,17166.894,1.000,1.000,0.309,24.356,4.666,202365,1349103,254170931,1694472877,2033.367,13555.783,9,1.000,1.000,0.021,0.973,0.009,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.034,113.071,17.577,1851851,2314815,111111093,138888867,888.889,1111.111,8
18.000,18,5605051,7213050,677404373,2143344251,10000,32000,5419.235,17146.754,1.000,1.000,0.273,29.195,3.344,202064,1347099,253793312,1691955416,2030.346,13535.643,9,1.000,1.000,0.018,1.029,0.055,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.039,103.581,15.406,1851851,2314815,111111093,138888867,888.889,1111.111,8
19.000,19,5604586,7209951,676820497,2139451743,10000,32000,5414.564,17115.614,1.000,1.000,0.258,27.506,5.218,201599,1344000,253209436,1688062908,2025.675,13504.503,9,1.000,1.000,0.024,0.985,0.051,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.867,114.969,9.718,1851851,2314815,111111093,138888867,888.889,1111.111,8
20.000,20,5603962,7205787,676036097,2134222415,10000,32000,5408.289,17073.779,1.000,1.000,0.344,22.128,3.320,200975,1339836,252425036,1682833580,2019.400,13462.669,9,1.000,1.000,0.018,0.962,0.029,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.105,110.558,5.437,1851851,2314815,111111093,138888867,888.889,1111.111,8
21.000,21,5603184,7200602,675059202,2127709782,10000,32000,5400.474,17021.678,1.000,1.000,0.293,22.703,6.824,200197,1334651,251448141,1676320947,2011.585,13410.568,9,1.000,1.000,0.021,0.938,0.094,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.117,119.697,7.648,1851851,2314815,111111093,138888867,888.889,1111.111,8
22.000,22,5602261,7194447,673899641,2119979375,10000,32000,5391.197,16959.835,1.000,1.000,0.302,19.464,0.612,199274,1328496,250288580,1668590540,2002.309,13348.724,9,1.000,1.000,0.021,0.891,0.060,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.977,138.003,2.733,1851851,2314815,111111093,138888867,888.889,1111.111,8
23.000,23,5601201,7187383,672568718,2111106554,10000,32000,5380.550,16888.852,1.000,1.000,0.257,25.060,9.353,198214,1321432,248957657,1659717719,1991.661,13277.742,9,1.000,1.000,0.021,0.962,0.087,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.996,106.745,13.378,1851851,2314815,111111093,138888867,888.889,1111.111,8
24.000,24,5600016,7179480,671079867,2101180877,10000,32000,5368.639,16809.447,1.000,1.000,0.284,29.792,0.036,197029,1313529,247468806,1649792042,1979.750,13198.336,9,1.000,1.000,0.020,1.002,0.061,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.847,94.441,18.405,1851851,2314815,111111093,138888867,888.889,1111.111,8
25.000,25,5598717,7170818,669447995,2090301733,10000,32000,5355.584,16722.414,1.000,1.000,0.303,23.220,3.362,195730,1304867,245836934,1638912898,1966.695,13111.303,9,1.000,1.000,0.020,1.030,0.003,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.051,105.517,10.199,1851851,2314815,111111093,138888867,888.889,1111.111,8
26.000,26,5597316,7161484,667689322,2078577246,10000,32000,5341.515,16628.618,1.000,1.000,0.265,22.313,0.172,194329,1295533,244078261,1627188411,1952.626,13017.507,9,1.000,1.000,0.020,1.052,0.083,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.057,109.123,2.774,1851851,2314815,111111093,138888867,888.889,1111.111,8
27.000,27,5595829,7151570,665821541,2066125371,10000,32000,5326.572,16529.003,1.000,1.000,0.311,24.915,0.152,192842,1285619,242210480,1614736536,1937.684,12917.892,9,1.000,1.000,0.020,1.136,0.091,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.994,72.932,36.024,1851851,2314815,111111093,138888867,888.889,1111.111,8
28.000,28,5594270,7141176,663863328,2053070616,10000,32000,5310.907,16424.565,1.000,1.000,0.282,20.503,0.482,191283,1275225,240252267,1601681781,1922.018,12813.454,9,1.000,1.000,0.022,1.101,0.178,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.112,60.048,12.948,1851851,2314815,111111093,138888867,888.889,1111.111,8
29.000,29,5592654,7130405,661834014,2039541858,10000,32000,5294.672,16316.335,1.000,1.000,0.291,22.155,1.987,189667,1264454,238222953,1588153023,1905.784,12705.224,9,1.000,1.000,0.024,0.946,0.053,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.967,73.196,30.602,1851851,2314815,111111093,138888867,888.889,1111.111,8
30.000,30,5590998,7119365,659754078,2025675618,10000,32000,5278.033,16205.405,1.000,1.000,0.282,25.522,3.117,188011,1253414,236143017,1574286783,1889.144,12594.294,9,1.000,1.000,0.019,1.015,0.077,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.056,70.431,30.066,1851851,2314815,111111093,138888867,888.889,1111.111,8
31.000,31,5589319,7108166,657644326,2011610602,10000,32000,5261.155,16092.885,1.000,1.000,0.356,23.458,5.063,186332,1242215,234033265,1560221767,1872.266,12481.774,9,1.000,1.000,0.017,0.916,0.008,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.898,87.970,1.460,1851851,2314815,111111093,138888867,888.889,1111.111,8
32.000,32,5587632,7096921,655525727,1997486609,10000,32000,5244.206,15979.893,1.000,1.000,0.300,24.402,0.735,184645,1230970,231914666,1546097774,1855.317,12368.782,9,1.000,1.000,0.020,1.048,0.064,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.998,100.960,4.472,1851851,2314815,111111093,138888867,888.889,1111.111,8
33.000,33,5585955,7085741,653419415,1983444529,10000,32000,5227.355,15867.556,1.000,1.000,0.268,27.418,2.180,182968,1219790,229808354,1532055694,1838.467,12256.446,9,1.000,1.000,0.025,1.021,0.074,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.983,82.017,10.381,1851851,2314815,111111093,138888867,888.889,1111.111,8
34.000,34,5584305,7074739,651346687,1969626345,10000,32000,5210.773,15757.011,1.000,1.000,0.325,27.276,1.884,181318,1208788,227735626,1518237510,1821.885,12145.900,9,1.000,1.000,0.018,0.799,0.029,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.023,74.491,1.023,1851851,2314815,111111093,138888867,888.889,1111.111,8
35.000,35,5582697,7064024,649327858,1956167486,10000,32000,5194.623,15649.340,1.000,1.000,0.263,25.883,3.859,179710,1198073,225716797,1504778651,1805.734,12038.229,9,1.000,1.000,0.023,0.916,0.015,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.963,98.219,21.101,1851851,2314815,111111093,138888867,888.889,1111.111,8
36.000,36,5581149,7053704,647383570,1943205566,10000,32000,5179.069,15545.645,1.000,1.000,0.306,24.620,0.771,178162,1187753,223772509,1491816731,1790.180,11934.534,9,1.000,1.000,0.023,0.917,0.016,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.987,104.810,1.144,1851851,2314815,111111093,138888867,888.889,1111.111,8
37.000,37,5579676,7043880,645532827,1930867277,10000,32000,5164.263,15446.938,1.000,1.000,0.241,25.647,0.833,176689,1177929,221921766,1479478442,1775.374,11835.828,9,1.000,1.000,0.019,0.944,0.019,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.083,82.989,22.453,1851851,2314815,111111093,138888867,888.889,1111.111,8
38.000,38,5578292,7034652,643794304,1919277128,10000,32000,5150.354,15354.217,1.000,1.000,0.260,25.457,2.799,175305,1168701,220183243,1467888293,1761.466,11743.106,9,1.000,1.000,0.021,1.106,0.002,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.956,107.915,9.166,1851851,2314815,111111093,138888867,888.889,1111.111,8
39.000,39,5577011,7026112,642185368,1908550888,10000,32000,5137.483,15268.407,1.000,1.000,0.306,25.753,2.991,174024,1160161,218574307,1457162053,1748.594,11657.296,9,1.000,1.000,0.023,0.943,0.051,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.839,121.131,3.611,1851851,2314815,111111093,138888867,888.889,1111.111,8
40.000,40,5575846,7018345,640722074,1898795590,10000,32000,5125.777,15190.365,1.000,1.000,0.322,23.784,2.065,172859,1152394,217111013,1447406755,1736.888,11579.254,9,1.000,1.000,0.019,0.880,0.080,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.175,124.490,25.517,1851851,2314815,111111093,138888867,888.889,1111.111,8
41.000,41,5574808,7011430,639419165,1890109531,10000,32000,5115.353,15120.876,1.000,1.000,0.305,22.965,1.331,171821,1145479,215808104,1438720696,1726.465,11509.766,9,1.000,1.000,0.020,1.004,0.140,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.138,134.058,5.611,1851851,2314815,111111093,138888867,888.889,1111.111,8
42.000,42,5573909,7005433,638289420,1882577900,10000,32000,5106.315,15060.623,1.000,1.000,0.297,21.813,2.561,170922,1139482,214678359,1431189065,1717.427,11449.513,9,1.000,1.000,0.019,1.080,0.024,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.871,137.342,3.967,1851851,2314815,111111093,138888867,888.889,1111.111,8
43.000,43,5573156,7000417,637344307,1876277149,10000,32000,5098.754,15010.217,1.000,1.000,0.291,23.094,1.930,170169,1134466,213733246,1424888314,1709.866,11399.107,9,1.000,1.000,0.018,1.057,0.131,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.069,106.217,0.956,1851851,2314815,111111093,138888867,888.889,1111.111,8
44.000,44,5572558,6996430,636593165,1871269531,10000,32000,5092.745,14970.156,1.000,1.000,0.256,21.418,2.097,169571,1130479,212982104,1419880696,1703.857,11359.046,9,1.000,1.000,0.019,1.156,0.019,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.950,97.781,3.252,1851851,2314815,111111093,138888867,888.889,1111.111,8
45.000,45,5572121,6993513,636043692,1867606380,10000,32000,5088.350,14940.851,1.000,1.000,0.278,21.106,1.887,169134,1127562,212432631,1416217545,1699.461,11329.740,9,1.000,1.000,0.018,1.023,0.085,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.026,94.311,4.391,1851851,2314815,111111093,138888867,888.889,1111.111,8
46.000,46,5571848,6991695,635701132,1865322644,10000,32000,5085.609,14922.581,1.000,1.000,0.286,24.875,0.353,168861,1125744,212090071,1413933809,1696.721,11311.470,9,1.000,1.000,0.020,0.739,0.067,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.029,105.612,7.529,1851851,2314815,111111093,138888867,888.889,1111.111,8
47.000,47,5571743,6990993,635568924,1864441260,10000,32000,5084.551,14915.530,1.000,1.000,0.332,26.680,0.045,168756,1125042,211957863,1413052425,1695.663,11304.419,9,1.000,1.000,0.018,0.827,0.221,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.977,116.278,0.432,1851851,2314815,111111093,138888867,888.889,1111.111,8
48.000,48,5571806,6991417,635648707,1864973149,10000,32000,5085.190,14919.785,1.000,1.000,0.310,27.130,5.752,168819,1125466,212037646,1413584314,1696.301,11308.675,9,1.000,1.000,0.020,0.931,0.079,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.922,83.184,4.725,1851851,2314815,111111093,138888867,888.889,1111.111,8
49.000,49,5572038,6992959,635939335,1866910665,10000,32000,5087.515,14935.285,1.000,1.000,0.247,24.898,4.413,169051,1127008,212328274,1415521830,1698.626,11324.175,9,1.000,1.000,0.017,0.930,0.033,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.931,87.245,3.225,1851851,2314815,111111093,138888867,888.889,1111.111,8
50.000,50,5572435,6995606,636438022,1870235242,10000,32000,5091.504,14961.882,1.000,1.000,0.310,26.344,1.009,169448,1129655,212826961,1418846407,1702.616,11350.771,9,1.000,1.000,0.021,0.806,0.176,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.908,121.453,16.851,1851851,2314815,111111093,138888867,888.889,1111.111,8
51.000,51,5572994,6999331,637139853,1874914115,10000,32000,5097.119,14999.313,1.000,1.000,0.288,27.505,2.211,170007,1133380,213528792,1423525280,1708.230,11388.202,9,1.000,1.000,0.022,1.222,0.045,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.917,120.371,10.155,1851851,2314815,111111093,138888867,888.889,1111.111,8
52.000,52,5573708,7004097,638037619,1880899229,10000,32000,5104.301,15047.194,1.000,1.000,0.280,26.059,3.170,170721,1138146,214426558,1429510394,1715.412,11436.083,9,1.000,1.000,0.016,1.172,0.089,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.993,103.925,2.893,1851851,2314815,111111093,138888867,888.889,1111.111,8
53.000,53,5574572,7009856,639122640,1888132696,10000,32000,5112.981,15105.062,1.000,1.000,0.318,23.117,2.900,171585,1143905,215511579,1436743861,1724.093,11493.951,9,1.000,1.000,0.021,1.086,0.062,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.928,112.706,22.776,1851851,2314815,111111093,138888867,888.889,1111.111,8
54.000,54,5575576,7016550,640383773,1896540251,10000,32000,5123.070,15172.322,1.000,1.000,0.331,24.987,2.158,172589,1150599,216772712,1445151416,1734.182,11561.211,9,1.000,1.000,0.022,1.241,0.110,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.068,116.892,6.304,1851851,2314815,111111093,138888867,888.889,1111.111,8
55.000,55,5576711,7024112,641808568,1906038888,10000,32000,5134.469,15248.311,1.000,1.000,0.328,26.249,5.459,173724,1158161,218197507,1454650053,1745.580,11637.200,9,1.000,1.000,0.018,1.363,0.073,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.149,124.583,19.574,1851851,2314815,111111093,138888867,888.889,1111.111,8
56.000,56,5577964,7032469,643382937,1916534679,10000,32000,5147.063,15332.277,1.000,1.000,0.275,23.299,0.249,174977,1166518,219771876,1465145844,1758.175,11721.167,9,1.000,1.000,0.023,1.236,0.101,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.942,113.747,9.104,1851851,2314815,111111093,138888867,888.889,1111.111,8
57.000,57,5579324,7041534,645090824,1927920592,10000,32000,5160.727,15423.365,1.000,1.000,0.291,18.908,1.947,176337,1175583,221479763,1476531757,1771.838,11812.254,9,1.000,1.000,0.021,1.154,0.002,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.024,128.967,27.629,1851851,2314815,111111093,138888867,888.889,1111.111,8
58.000,58,5580777,7051219,646915519,1940085225,10000,32000,5175.324,15520.682,1.000,1.000,0.310,25.608,1.753,177790,1185268,223304458,1488696390,1786.436,11909.571,9,1.000,1.000,0.019,1.048,0.086,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.050,147.749,19.573,1851851,2314815,111111093,138888867,888.889,1111.111,8
59.000,59,5582308,7061426,648838510,1952905162,10000,32000,5190.708,15623.241,1.000,1.000,0.329,31.438,7.357,179321,1195475,225227449,1501516327,1801.820,12012.131,9,1.000,1.000,0.020,0.969,0.159,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.047,122.428,2.028,1851851,2314815,111111093,138888867,888.889,1111.111,8
60.000,60,5583902,7072053,650840628,1966252620,10000,32000,5206.725,15730.021,1.000,1.000,0.286,25.404,5.951,180915,1206102,227229567,1514863785,1817.837,12118.910,9,1.000,1.000,0.021,0.904,0.075,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.008,107.343,0.779,1851851,2314815,111111093,138888867,888.889,1111.111,8
61.000,61,5585543,7082994,652901888,1979994352,10000,32000,5223.215,15839.955,1.000,1.000,0.294,22.829,0.036,182556,1217043,229290827,1528605517,1834.327,12228.844,9,1.000,1.000,0.020,0.854,0.216,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.074,109.257,4.220,1851851,2314815,111111093,138888867,888.889,1111.111,8
62.000,62,5587215,7094140,655001811,1993993837,10000,32000,5240.014,15951.951,1.000,1.000,0.267,25.704,1.160,184228,1228189,231390750,1542605002,1851.126,12340.840,9,1.000,1.000,0.021,0.830,0.046,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.048,110.073,5.175,1851851,2314815,111111093,138888867,888.889,1111.111,8
63.000,63,5588901,7105380,657119427,2008111277,10000,32000,5256.955,16064.890,1.000,1.000,0.264,27.503,4.078,185914,1239429,233508366,1556722442,1868.067,12453.780,9,1.000,1.000,0.018,0.807,0.110,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.876,134.893,3.405,1851851,2314815,111111093,138888867,888.889,1111.111,8
64.000,64,5590584,7116600,659233275,2022203597,10000,32000,5273.866,16177.629,1.000,1.000,0.324,27.633,0.441,187597,1250649,235622214,1570814762,1884.978,12566.518,9,1.000,1.000,0.020,0.869,0.099,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.087,113.276,8.878,1851851,2314815,111111093,138888867,888.889,1111.111,8
65.000,65,5592247,7127690,661322549,2036132091,10000,32000,5290.580,16289.057,1.000,1.000,0.341,23.151,1.970,189260,1261739,237711488,1584743256,1901.692,12677.946,9,1.000,1.000,0.017,0.802,0.038,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.089,92.628,19.114,1851851,2314815,111111093,138888867,888.889,1111.111,8
66.000,66,5593874,7138538,663366279,2049756961,10000,32000,5306.930,16398.056,1.000,1.000,0.298,26.527,2.622,190887,1272587,239755218,1598368126,1918.042,12786.945,9,1.000,1.000,0.020,0.954,0.060,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.924,91.586,1.704,1851851,2314815,111111093,138888867,888.889,1111.111,8
67.000,67,5595449,7149035,665343988,2062941684,10000,32000,5322.752,16503.533,1.000,1.000,0.330,27.360,0.235,192462,1283084,241732927,1611552849,1933.863,12892.423,9,1.000,1.000,0.018,1.009,0.140,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.004,116.616,5.739,1851851,2314815,111111093,138888867,888.889,1111.111,8
68.000,68,5596955,7159078,667236015,2075555201,10000,32000,5337.888,16604.442,1.000,1.000,0.311,25.503,0.549,193968,1293127,243624954,1624166366,1949.000,12993.331,9,1.000,1.000,0.019,0.995,0.121,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,1.068,116.007,13.874,1851851,2314815,111111093,138888867,888.889,1111.111,8
69.000,69,5598378,7168565,669023358,2087470818,10000,32000,5352.187,16699.767,1.000,1.000,0.281,26.903,2.503,195391,1302614,245412297,1636081983,1963.298,13088.656,9,1.000,1.000,0.022,1.066,0.057,3551136,3551136,312499968,312499968,2500.000,2500.000,1,1.000,1.000,0.979,99.758,4.032,1851851,2314815,111111093,138888867,888.889,1111.111,8
