timestamp,interval_idx,total_packets_ul,total_packets_dl,total_bytes_ul,total_bytes_dl,total_active_users,total_active_flows,total_throughput_ul_mbps,total_throughput_dl_mbps,eMBB_time_multiplier,eMBB_event_multiplier,eMBB_loss_rate_pct,eMBB_latency_ms,eMBB_jitter_ms,eMBB_total_packets_ul,eMBB_total_packets_dl,eMBB_total_bytes_ul,eMBB_total_bytes_dl,eMBB_throughput_ul_mbps,eMBB_throughput_dl_mbps,eMBB_qos_5qi,URLLC_time_multiplier,URLLC_event_multiplier,URLLC_loss_rate_pct,URLLC_latency_ms,URLLC_jitter_ms,URLLC_total_packets_ul,URLLC_total_packets_dl,URLLC_total_bytes_ul,URLLC_total_bytes_dl,URLLC_throughput_ul_mbps,URLLC_throughput_dl_mbps,URLLC_qos_5qi,mMTC_time_multiplier,mMTC_event_multiplier,mMTC_loss_rate_pct,mMTC_latency_ms,mMTC_jitter_ms,mMTC_total_packets_ul,mMTC_total_packets_dl,mMTC_total_bytes_ul,mMTC_total_bytes_dl,mMTC_throughput_ul_mbps,mMTC_throughput_dl_mbps,mMTC_qos_5qi
10.000,10,438684,523873,39613318,91236968,1000,2600,316.907,729.896,0.300,1.000,0.095,15.584,0.725,5303,44193,6660801,55506677,53.286,444.053,9,0.800,1.000,0.010,0.893,0.054,248197,248198,21841424,21841424,174.731,174.731,1,1.000,1.000,0.213,45.718,4.094,185184,231482,11111093,13888867,88.889,111.111,8
11.000,11,439272,524624,39691032,91519850,1000,2600,317.528,732.159,0.300,1.000,0.095,15.240,0.220,5325,44379,6688778,55739822,53.510,445.919,9,0.800,1.000,0.011,0.838,0.016,248763,248763,21891161,21891161,175.129,175.129,1,1.000,1.000,0.199,45.121,7.690,185184,231482,11111093,13888867,88.889,111.111,8
12.000,12,439754,525240,39754835,91752110,1000,2600,318.039,734.017,0.300,1.000,0.102,16.018,2.418,5343,44531,6711749,55931250,53.694,447.450,9,0.800,1.000,0.011,0.922,0.004,249227,249227,21931993,21931993,175.456,175.456,1,1.000,1.000,0.206,41.579,5.613,185184,231482,11111093,13888867,88.889,111.111,8
13.000,13,440125,525716,39804062,91931306,1000,2600,318.432,735.450,0.300,1.000,0.081,16.955,1.345,5357,44649,6729472,56078942,53.836,448.632,9,0.800,1.000,0.011,1.067,0.100,249584,249585,21963497,21963497,175.708,175.708,1,1.000,1.000,0.177,37.202,4.588,185184,231482,11111093,13888867,88.889,111.111,8
14.000,14,440384,526046,39838271,92055811,1000,2600,318.706,736.446,0.300,1.000,0.083,15.628,0.403,5367,44730,6741786,56181552,53.934,449.452,9,0.800,1.000,0.011,1.050,0.074,249833,249834,21985392,21985392,175.883,175.883,1,1.000,1.000,0.249,45.527,5.088,185184,231482,11111093,13888867,88.889,111.111,8
15.000,15,440527,526228,39857091,92124369,1000,2600,318.857,736.995,0.300,1.000,0.094,15.540,1.337,5373,44775,6748568,56238072,53.989,449.905,9,0.800,1.000,0.010,1.111,0.051,249970,249971,21997430,21997430,175.979,175.979,1,1.000,1.000,0.203,52.131,1.357,185184,231482,11111093,13888867,88.889,111.111,8
16.000,16,440551,526259,39860339,92136203,1000,2600,318.883,737.090,0.300,1.000,0.090,15.916,3.228,5373,44783,6749739,56247829,53.998,449.983,9,0.800,1.000,0.011,0.980,0.023,249994,249994,21999507,21999507,175.996,175.996,1,1.000,1.000,0.202,60.099,2.757,185184,231482,11111093,13888867,88.889,111.111,8
17.000,17,440458,526140,39848013,92091311,1000,2600,318.784,736.730,0.300,1.000,0.103,15.289,1.079,5370,44754,6745298,56210822,53.962,449.687,9,0.800,1.000,0.010,0.973,0.099,249904,249904,21991622,21991622,175.933,175.933,1,1.000,1.000,0.215,54.763,1.703,185184,231482,11111093,13888867,88.889,111.111,8
18.000,18,440248,525871,39820150,91989729,1000,2600,318.561,735.918,0.300,1.000,0.091,14.617,0.317,5362,44687,6735246,56127051,53.882,449.016,9,0.800,1.000,0.010,0.997,0.256,249702,249702,21973811,21973811,175.790,175.790,1,1.000,1.000,0.210,48.825,1.953,185184,231482,11111093,13888867,88.889,111.111,8
19.000,19,439921,525455,39777085,91832978,1000,2600,318.217,734.664,0.300,1.000,0.086,15.484,1.481,5349,44584,6719743,55997862,53.758,447.983,9,0.800,1.000,0.010,1.177,0.019,249388,249389,21946249,21946249,175.570,175.570,1,1.000,1.000,0.204,61.518,6.632,185184,231482,11111093,13888867,88.889,111.111,8
20.000,20,439485,524896,39719299,91622723,1000,2600,317.754,732.982,0.300,1.000,0.115,15.955,0.197,5333,44446,6698952,55824602,53.592,446.597,9,0.800,1.000,0.010,0.956,0.241,248968,248968,21909254,21909254,175.274,175.274,1,1.000,1.000,0.184,62.199,5.237,185184,231482,11111093,13888867,88.889,111.111,8
21.000,21,438940,524201,39647303,91360659,1000,2600,317.178,730.885,0.300,1.000,0.098,14.251,0.115,5312,44274,6673033,55608615,53.384,444.869,9,0.800,1.000,0.011,1.015,0.078,248444,248445,21863177,21863177,174.905,174.905,1,1.000,1.000,0.209,55.482,5.848,185184,231482,11111093,13888867,88.889,111.111,8
22.000,22,438295,523375,39561764,91049228,1000,2600,316.494,728.394,0.300,1.000,0.101,14.469,0.337,5288,44070,6642230,55351920,53.138,442.815,9,0.800,1.000,0.009,1.105,0.002,247823,247823,21808441,21808441,174.468,174.468,1,1.000,1.000,0.238,47.886,1.147,185184,231482,11111093,13888867,88.889,111.111,8
23.000,23,437553,522427,39463682,90692392,1000,2600,315.709,725.539,0.300,1.000,0.086,14.691,0.975,5260,43836,6606945,55057881,52.856,440.463,9,0.800,1.000,0.012,1.068,0.026,247109,247109,21745644,21745644,173.965,173.965,1,1.000,1.000,0.227,43.046,0.217,185184,231482,11111093,13888867,88.889,111.111,8
24.000,24,436723,521367,39353935,90292804,1000,2600,314.831,722.342,0.300,1.000,0.095,15.545,0.253,5228,43573,6567422,54728517,52.539,437.828,9,0.800,1.000,0.009,0.989,0.002,246311,246312,21675420,21675420,173.403,173.403,1,1.000,1.000,0.232,48.025,7.656,185184,231482,11111093,13888867,88.889,111.111,8
25.000,25,435814,520204,39233634,89854835,1000,2600,313.869,718.839,0.300,1.000,0.101,13.427,0.663,5194,43286,6524103,54367530,52.193,434.940,9,0.800,1.000,0.009,0.979,0.055,245436,245436,21598438,21598438,172.788,172.788,1,1.000,1.000,0.190,59.557,2.571,185184,231482,11111093,13888867,88.889,111.111,8
26.000,26,434834,518951,39103963,89382921,1000,2600,312.832,715.063,0.300,1.000,0.088,13.871,1.636,5157,42976,6477434,53978618,51.819,431.829,9,0.800,1.000,0.011,0.994,0.118,244493,244493,21515436,21515436,172.123,172.123,1,1.000,1.000,0.180,66.572,2.860,185184,231482,11111093,13888867,88.889,111.111,8
27.000,27,433793,517621,38966281,88881682,1000,2600,311.730,711.053,0.300,1.000,0.104,15.855,2.116,5117,42647,6427857,53565484,51.423,428.524,9,0.800,1.000,0.011,1.023,0.111,243492,243492,21427331,21427331,171.419,171.419,1,1.000,1.000,0.197,62.051,0.311,185184,231482,11111093,13888867,88.889,111.111,8
28.000,28,432702,516227,38821924,88356298,1000,2600,310.575,706.850,0.300,1.000,0.094,17.003,0.148,5076,42303,6375900,53132500,51.007,425.060,9,0.800,1.000,0.011,1.198,0.072,242442,242442,21334931,21334931,170.679,170.679,1,1.000,1.000,0.201,47.914,5.622,185184,231482,11111093,13888867,88.889,111.111,8
29.000,29,431571,514781,38672324,87811759,1000,2600,309.379,702.494,0.300,1.000,0.097,15.325,0.028,5033,41945,6322044,52683705,50.576,421.470,9,0.800,1.000,0.011,1.282,0.072,241354,241354,21239187,21239187,169.913,169.913,1,1.000,1.000,0.222,42.586,1.670,185184,231482,11111093,13888867,88.889,111.111,8
30.000,30,430412,513301,38519033,87253758,1000,2600,308.152,698.030,0.300,1.000,0.094,15.060,1.062,4989,41579,6266856,52223807,50.135,417.790,9,0.800,1.000,0.010,0.967,0.044,240239,240240,21141084,21141084,169.129,169.129,1,1.000,1.000,0.166,45.069,2.823,185184,231482,11111093,13888867,88.889,111.111,8
31.000,31,429236,511798,38363493,86687586,1000,2600,306.908,693.501,0.300,1.000,0.119,16.456,0.350,4944,41208,6210861,51757180,49.687,414.057,9,0.800,1.000,0.009,0.810,0.002,239108,239108,21041539,21041539,168.332,168.332,1,1.000,1.000,0.231,40.317,5.098,185184,231482,11111093,13888867,88.889,111.111,8
32.000,32,428055,510289,38207288,86118973,1000,2600,305.658,688.952,0.300,1.000,0.100,13.135,1.430,4899,40835,6154624,51288535,49.237,410.308,9,0.800,1.000,0.010,1.038,0.067,237972,237972,20941571,20941571,167.533,167.533,1,1.000,1.000,0.197,48.107,0.118,185184,231482,11111093,13888867,88.889,111.111,8
33.000,33,426882,508789,38052044,85553986,1000,2600,304.416,684.432,0.300,1.000,0.089,11.958,0.431,4855,40464,6098750,50822918,48.790,406.583,9,0.800,1.000,0.009,1.274,0.059,236843,236843,20842201,20842201,166.738,166.738,1,1.000,1.000,0.191,48.829,0.872,185184,231482,11111093,13888867,88.889,111.111,8
34.000,34,425727,507313,37899232,84997649,1000,2600,303.194,679.981,0.300,1.000,0.108,14.448,0.919,4811,40099,6043723,50364366,48.350,402.915,9,0.800,1.000,0.011,1.072,0.035,235732,235732,20744416,20744416,165.955,165.955,1,1.000,1.000,0.180,43.719,1.127,185184,231482,11111093,13888867,88.889,111.111,8
35.000,35,424602,505874,37750408,84455956,1000,2600,302.003,675.648,0.300,1.000,0.088,14.165,0.542,4769,39743,5990151,49917925,47.921,399.343,9,0.800,1.000,0.010,1.232,0.057,234649,234649,20649164,20649164,165.193,165.193,1,1.000,1.000,0.167,40.527,1.848,185184,231482,11111093,13888867,88.889,111.111,8
36.000,36,423519,504490,37607082,83934270,1000,2600,300.857,671.474,0.300,1.000,0.102,13.857,1.716,4728,39401,5938556,49487970,47.508,395.904,9,0.800,1.000,0.009,1.245,0.010,233607,233607,20557433,20557433,164.459,164.459,1,1.000,1.000,0.216,48.827,0.657,185184,231482,11111093,13888867,88.889,111.111,8
37.000,37,422487,503172,37470619,83437505,1000,2600,299.765,667.500,0.300,1.000,0.080,15.539,0.163,4689,39075,5889424,49078536,47.115,392.628,9,0.800,1.000,0.010,1.023,0.155,232614,232615,20470102,20470102,163.761,163.761,1,1.000,1.000,0.201,45.491,4.130,185184,231482,11111093,13888867,88.889,111.111,8
38.000,38,421518,501934,37342498,82971288,1000,2600,298.740,663.770,0.300,1.000,0.087,15.350,0.050,4652,38769,5843319,48694335,46.747,389.555,9,0.800,1.000,0.010,1.111,0.124,231682,231683,20388086,20388086,163.105,163.105,1,1.000,1.000,0.174,36.171,2.184,185184,231482,11111093,13888867,88.889,111.111,8
39.000,39,420622,500788,37223895,82539455,1000,2600,297.791,660.316,0.300,1.000,0.102,13.909,0.312,4618,38486,5800607,48338393,46.405,386.707,9,0.800,1.000,0.009,1.203,0.147,230820,230820,20312195,20312195,162.498,162.498,1,1.000,1.000,0.174,30.372,8.033,185184,231482,11111093,13888867,88.889,111.111,8
40.000,40,419807,499746,37116030,82146784,1000,2600,296.928,657.174,0.300,1.000,0.107,13.587,0.193,4587,38228,5761769,48014749,46.094,384.118,9,0.800,1.000,0.009,1.011,0.016,230036,230036,20243168,20243168,161.945,161.945,1,1.000,1.000,0.193,47.635,8.748,185184,231482,11111093,13888867,88.889,111.111,8
41.000,41,419079,498817,37019937,81796970,1000,2600,296.159,654.376,0.300,1.000,0.102,15.795,2.823,4559,37998,5727171,47726430,45.817,381.811,9,0.800,1.000,0.010,0.937,0.005,229336,229337,20181673,20181673,161.453,161.453,1,1.000,1.000,0.233,63.901,6.907,185184,231482,11111093,13888867,88.889,111.111,8
42.000,42,418450,498014,36936688,81494047,1000,2600,295.494,651.952,0.300,1.000,0.099,16.090,0.823,4535,37800,5697215,47476800,45.578,379.814,9,0.800,1.000,0.010,0.881,0.017,228731,228732,20128380,20128380,161.027,161.027,1,1.000,1.000,0.195,62.598,6.461,185184,231482,11111093,13888867,88.889,111.111,8
43.000,43,417923,497339,36867020,81240526,1000,2600,294.936,649.924,0.300,1.000,0.097,15.880,0.139,4515,37633,5672145,47267877,45.377,378.143,9,0.800,1.000,0.009,0.829,0.024,228224,228224,20083782,20083782,160.670,160.670,1,1.000,1.000,0.170,49.376,3.449,185184,231482,11111093,13888867,88.889,111.111,8
44.000,44,417505,496805,36811630,81038885,1000,2600,294.493,648.311,0.300,1.000,0.085,16.748,0.240,4500,37501,5652201,47101682,45.218,376.813,9,0.800,1.000,0.010,0.833,0.022,227821,227822,20048336,20048336,160.387,160.387,1,1.000,1.000,0.195,46.410,2.515,185184,231482,11111093,13888867,88.889,111.111,8
45.000,45,417199,496414,36771148,80891526,1000,2600,294.169,647.132,0.300,1.000,0.093,13.844,1.542,4488,37404,5637627,46980231,45.101,375.842,9,0.800,1.000,0.010,0.829,0.149,227527,227528,20022428,20022428,160.179,160.179,1,1.000,1.000,0.195,49.611,1.317,185184,231482,11111093,13888867,88.889,111.111,8
46.000,46,417009,496170,36745868,80799337,1000,2600,293.967,646.395,0.300,1.000,0.095,12.465,1.899,4481,37344,5628503,46904198,45.028,375.234,9,0.800,1.000,0.009,0.924,0.160,227344,227344,20006272,20006272,160.050,160.050,1,1.000,1.000,0.146,45.551,1.471,185184,231482,11111093,13888867,88.889,111.111,8
47.000,47,416934,496076,36736165,80764173,1000,2600,293.889,646.113,0.300,1.000,0.111,13.541,1.299,4478,37321,5625031,46875265,45.000,375.002,9,0.800,1.000,0.009,0.918,0.083,227272,227273,20000041,20000041,160.000,160.000,1,1.000,1.000,0.199,51.346,1.172,185184,231482,11111093,13888867,88.889,111.111,8
48.000,48,416978,496133,36741996,80785399,1000,2600,293.936,646.283,0.300,1.000,0.103,14.766,1.454,4479,37335,5627131,46892760,45.017,375.142,9,0.800,1.000,0.009,0.935,0.010,227315,227316,20003772,20003772,160.030,160.030,1,1.000,1.000,0.195,57.654,3.919,185184,231482,11111093,13888867,88.889,111.111,8
49.000,49,417141,496340,36763435,80863384,1000,2600,294.107,646.907,0.300,1.000,0.082,15.177,0.641,4486,37386,5634842,46957017,45.079,375.656,9,0.800,1.000,0.010,0.836,0.164,227471,227472,20017500,20017500,160.140,160.140,1,1.000,1.000,0.214,58.693,3.453,185184,231482,11111093,13888867,88.889,111.111,8
50.000,50,417418,496695,36800190,80997247,1000,2600,294.402,647.978,0.300,1.000,0.103,14.949,0.969,4496,37474,5648083,47067366,45.185,376.539,9,0.800,1.000,0.010,1.011,0.018,227738,227739,20041014,20041014,160.328,160.328,1,1.000,1.000,0.237,51.446,4.581,185184,231482,11111093,13888867,88.889,111.111,8
51.000,51,417810,497194,36851924,81185464,1000,2600,294.815,649.484,0.300,1.000,0.096,14.825,2.663,4511,37597,5666694,47222460,45.334,377.780,9,0.800,1.000,0.011,1.034,0.166,228115,228115,20074137,20074137,160.593,160.593,1,1.000,1.000,0.223,46.822,4.159,185184,231482,11111093,13888867,88.889,111.111,8
52.000,52,418310,497833,36918090,81426302,1000,2600,295.345,651.410,0.300,1.000,0.093,14.216,1.790,4530,37755,5690514,47420952,45.524,379.368,9,0.800,1.000,0.011,0.809,0.002,228596,228596,20116483,20116483,160.932,160.932,1,1.000,1.000,0.195,42.671,0.336,185184,231482,11111093,13888867,88.889,111.111,8
53.000,53,418915,498607,36998131,81717728,1000,2600,295.985,653.742,0.300,1.000,0.106,16.199,1.379,4553,37947,5719339,47661162,45.755,381.289,9,0.800,1.000,0.010,1.014,0.023,229178,229178,20167699,20167699,161.342,161.342,1,1.000,1.000,0.178,42.830,3.579,185184,231482,11111093,13888867,88.889,111.111,8
54.000,54,419618,499505,37091087,82056116,1000,2600,296.729,656.449,0.300,1.000,0.110,15.926,1.501,4580,38169,5752807,47940062,46.022,383.520,9,0.800,1.000,0.010,1.114,0.126,229854,229854,20227187,20227187,161.817,161.817,1,1.000,1.000,0.251,47.722,3.410,185184,231482,11111093,13888867,88.889,111.111,8
55.000,55,420412,500519,37196106,82438245,1000,2600,297.569,659.506,0.300,1.000,0.109,16.445,1.006,4610,38419,5790594,48254959,46.325,386.040,9,0.800,1.000,0.009,0.971,0.062,230618,230618,20294419,20294419,162.355,162.355,1,1.000,1.000,0.201,53.578,7.436,185184,231482,11111093,13888867,88.889,111.111,8
56.000,56,421289,501641,37312163,82860720,1000,2600,298.497,662.886,0.300,1.000,0.092,16.041,2.089,4643,38697,5832379,48603162,46.659,388.825,9,0.800,1.000,0.010,1.169,0.038,231462,231462,20368691,20368691,162.950,162.950,1,1.000,1.000,0.200,54.610,2.900,185184,231482,11111093,13888867,88.889,111.111,8
57.000,57,422240,502857,37438073,83319103,1000,2600,299.505,666.553,0.300,1.000,0.097,15.913,0.375,4679,38997,5877716,48980972,47.022,391.848,9,0.800,1.000,0.010,1.089,0.032,232377,232378,20449264,20449264,163.594,163.594,1,1.000,1.000,0.200,49.993,1.197,185184,231482,11111093,13888867,88.889,111.111,8
58.000,58,423258,504156,37572578,83808580,1000,2600,300.581,670.469,0.300,1.000,0.103,16.046,0.433,4718,39318,5926122,49384350,47.409,395.075,9,0.800,1.000,0.010,0.930,0.128,233356,233356,20535363,20535363,164.283,164.283,1,1.000,1.000,0.204,56.808,2.498,185184,231482,11111093,13888867,88.889,111.111,8
59.000,59,424329,505526,37714317,84324535,1000,2600,301.715,674.596,0.300,1.000,0.110,16.022,0.390,4758,39657,5977151,49809595,47.817,398.477,9,0.800,1.000,0.009,0.987,0.056,234387,234387,20626073,20626073,165.009,165.009,1,1.000,1.000,0.197,51.316,2.360,185184,231482,11111093,13888867,88.889,111.111,8
60.000,60,425444,506952,37861923,84861752,1000,2600,302.895,678.894,0.300,1.000,0.095,16.482,0.201,4800,40010,6030280,50252335,48.242,402.019,9,0.800,1.000,0.011,1.068,0.111,235460,235460,20720550,20720550,165.764,165.764,1,1.000,1.000,0.189,47.835,0.380,185184,231482,11111093,13888867,88.889,111.111,8
61.000,61,426593,508420,38013888,85415171,1000,2600,304.111,683.321,0.300,1.000,0.098,16.931,1.216,4844,40373,6085023,50708532,48.680,405.668,9,0.800,1.000,0.012,1.053,0.025,236565,236565,20817772,20817772,166.542,166.542,1,1.000,1.000,0.189,40.626,3.713,185184,231482,11111093,13888867,88.889,111.111,8
62.000,62,427764,509916,38168689,85978531,1000,2600,305.350,687.828,0.300,1.000,0.089,16.051,1.190,4889,40742,6140736,51172804,49.126,409.382,9,0.800,1.000,0.010,1.031,0.050,237691,237692,20916860,20916860,167.335,167.335,1,1.000,1.000,0.199,35.728,2.411,185184,231482,11111093,13888867,88.889,111.111,8
63.000,63,428943,511424,38324784,86546737,1000,2600,306.598,692.374,0.300,1.000,0.088,15.894,2.623,4933,41115,6196933,51641112,49.575,413.129,9,0.800,1.000,0.010,0.918,0.114,238826,238827,21016758,21016758,168.134,168.134,1,1.000,1.000,0.189,51.929,6.188,185184,231482,11111093,13888867,88.889,111.111,8
64.000,64,430122,512929,38480617,87113794,1000,2600,307.845,696.910,0.300,1.000,0.108,15.752,1.957,4978,41487,6253009,52108412,50.024,416.867,9,0.800,1.000,0.011,0.927,0.158,239960,239960,21116515,21116515,168.932,168.932,1,1.000,1.000,0.186,55.626,4.346,185184,231482,11111093,13888867,88.889,111.111,8
65.000,65,431286,514417,38634647,87674607,1000,2600,309.077,701.397,0.300,1.000,0.114,16.422,2.494,5022,41855,6308479,52570665,50.468,420.565,9,0.800,1.000,0.010,0.833,0.102,241080,241080,21215075,21215075,169.721,169.721,1,1.000,1.000,0.202,49.920,4.436,185184,231482,11111093,13888867,88.889,111.111,8
66.000,66,432425,515873,38785279,88222843,1000,2600,310.282,705.783,0.300,1.000,0.099,15.485,1.549,5065,42215,6362698,53022488,50.902,424.180,9,0.800,1.000,0.010,0.894,0.081,242176,242176,21311488,21311488,170.492,170.492,1,1.000,1.000,0.195,50.871,3.816,185184,231482,11111093,13888867,88.889,111.111,8
67.000,67,433527,517281,38931077,88753515,1000,2600,311.449,710.028,0.300,1.000,0.110,16.875,1.690,5107,42563,6415181,53459845,51.321,427.679,9,0.800,1.000,0.010,0.858,0.126,243236,243236,21404803,21404803,171.238,171.238,1,1.000,1.000,0.230,50.105,0.190,185184,231482,11111093,13888867,88.889,111.111,8
68.000,68,434581,518630,39070566,89261299,1000,2600,312.565,714.090,0.300,1.000,0.104,15.100,1.636,5147,42897,6465403,53878362,51.723,431.027,9,0.800,1.000,0.010,0.925,0.023,244250,244251,21494070,21494070,171.953,171.953,1,1.000,1.000,0.147,40.598,3.417,185184,231482,11111093,13888867,88.889,111.111,8
69.000,69,435577,519901,39202306,89740907,1000,2600,313.618,717.927,0.300,1.000,0.094,13.318,0.616,5185,43211,6512839,54273666,52.103,434.189,9,0.800,1.000,0.009,1.163,0.047,245208,245208,21578374,21578374,172.627,172.627,1,1.000,1.000,0.222,45.289,1.047,185184,231482,11111093,13888867,88.889,111.111,8
70.000,70,436505,521087,39325039,90187526,1000,2600,314.600,721.500,0.300,1.000,0.104,14.309,1.659,5220,43504,6557006,54641719,52.456,437.134,9,0.800,1.000,0.010,1.205,0.099,246101,246101,21656940,21656940,173.256,173.256,1,1.000,1.000,0.225,51.199,5.365,185184,231482,11111093,13888867,88.889,111.111,8
71.000,71,437355,522175,39437515,90596948,1000,2600,315.500,724.776,0.300,1.000,0.115,14.570,0.322,5252,43773,6597498,54979157,52.780,439.833,9,0.800,1.000,0.010,1.073,0.008,246919,246920,21728924,21728924,173.831,173.831,1,1.000,1.000,0.159,44.650,11.819,185184,231482,11111093,13888867,88.889,111.111,8
72.000,72,438119,523152,39538628,90965104,1000,2600,316.309,727.721,0.300,1.000,0.100,15.475,0.462,5281,44015,6633913,55282615,53.071,442.261,9,0.800,1.000,0.011,0.881,0.032,247654,247655,21793622,21793622,174.349,174.349,1,1.000,1.000,0.193,46.540,3.930,185184,231482,11111093,13888867,88.889,111.111,8
73.000,73,438791,524008,39627340,91287997,1000,2600,317.019,730.304,0.300,1.000,0.116,14.375,1.169,5307,44226,6665847,55548730,53.327,444.390,9,0.800,1.000,0.011,0.967,0.015,248300,248300,21850400,21850400,174.803,174.803,1,1.000,1.000,0.193,43.380,6.905,185184,231482,11111093,13888867,88.889,111.111,8
74.000,74,439360,524736,39702729,91562336,1000,2600,317.622,732.499,0.300,1.000,0.074,13.448,1.965,5328,44406,6692977,55774810,53.544,446.198,9,0.800,1.000,0.012,1.139,0.084,248848,248848,21898659,21898659,175.189,175.189,1,1.000,1.000,0.172,50.014,1.519,185184,231482,11111093,13888867,88.889,111.111,8
75.000,75,439824,525330,39764135,91785982,1000,2600,318.113,734.288,0.300,1.000,0.108,12.373,2.094,5346,44553,6715100,55959173,53.721,447.673,9,0.800,1.000,0.009,1.158,0.209,249294,249295,21937942,21937942,175.504,175.504,1,1.000,1.000,0.184,47.489,3.608,185184,231482,11111093,13888867,88.889,111.111,8
76.000,76,440177,525782,39810890,91956193,1000,2600,318.487,735.650,0.300,1.000,0.101,12.732,0.843,5359,44665,6731935,56099464,53.855,448.796,9,0.800,1.000,0.011,1.300,0.161,249634,249635,21967862,21967862,175.743,175.743,1,1.000,1.000,0.178,42.567,1.154,185184,231482,11111093,13888867,88.889,111.111,8
